id,category,question,option_a,option_b,option_c,option_d,answer_index,points,difficulty
Q00188,MIT,Challenge : Quel type de développement MIT met en avant ?,Applications Web Progressives,Applications DOS uniquement,Sites statiques sans interaction,Logiciels sans interface,0,10,moyen
Q00189,MIT,Challenge : Quel domaine DevOps est cité par MIT ?,Docker,BIOS,Assembly,VBScript,0,10,moyen
Q00190,MIT,Challenge : Quelle solution agricole de MIT est mise en avant ?,NDEMRI,Malloum,Pharmacie de Garde Maroua,Djanguirde,0,10,moyen
Q00191,MIT,Challenge : Quelle solution éducative par SMS est associée à MIT ?,Malloum,NDEMRI,Docker,PostgreSQL,0,10,moyen
Q00192,MIT,Challenge : Quel service numérique de santé est visible dans l'écosystème MIT ?,Pharmacie de Garde Maroua,NDEMRI,Malloum,React,0,10,moyen
Q00193,MIT,Challenge : Quelle méthode de travail MIT cite-t-elle ?,Méthodologies agiles,Méthode sans test,Développement sans analyse,Programmation papier,0,10,moyen
Q00194,MIT,Challenge : Quelle étape vient avant le développement dans la méthode affichée par MIT ?,Design,Déploiement,Monitoring,Maintenance,0,10,moyen
Q00195,MIT,Challenge : Quelle étape correspond à l'étude des besoins et de faisabilité ?,Analyse,Design,Développement,Déploiement,0,10,moyen
Q00196,MIT,Challenge : Quelle valeur résume l'approche de MIT ?,Innovation ancrée dans les réalités locales,Technologie sans contexte,Solutions exclusivement étrangères,Développement sans utilisateurs,0,10,moyen
Q00197,MIT,Challenge : Quel type d'architecture MIT mentionne-t-elle ?,Microservices,Architecture uniquement monolithique,Peer-to-peer obligatoire,Mainframe uniquement,0,10,moyen
Q00198,MIT,Challenge : Quel langage backend est cité par MIT ?,Python,BASIC,Delphi uniquement,Lua uniquement,0,10,moyen
Q00199,MIT,Challenge : Quel framework backend PHP est cité ?,Laravel,React,Flutter,TensorFlow,0,10,moyen
Q00200,MIT,Challenge : Quel framework frontend supplémentaire est cité ?,Vue.js,NumPy,Keras,Docker,0,10,moyen
Q00201,MIT,Question bonus : Que signifie MIT dans Maroua Innovation Technology ?,Maroua Innovation Technology,Machine Intelligence Technology,Maroua Internet Telecom,Modern Innovation Team,0,10,moyen
Q00202,MIT,Question bonus : Quel est le domaine principal de MIT ?,Développement de solutions technologiques,Production agricole,Transport routier,Commerce de détail,0,10,moyen
Q00203,MIT,Question bonus : Dans quelle ville MIT est-elle implantée ?,Maroua,Douala,Bafoussam,Bertoua,0,10,moyen
Q00204,MIT,Question bonus : Quelle est une expertise de MIT ?,Intelligence artificielle et Machine Learning,Construction de routes,Pêche industrielle,Production textile,0,10,moyen
Q00205,MIT,Question bonus : Quel framework frontend est cité par MIT ?,React,Django,Spring,Laravel uniquement,0,10,moyen
Q00206,MIT,Question bonus : Quel framework full-stack JavaScript est cité par MIT ?,Next.js,Symfony,Flask,Rails,0,10,moyen
Q00207,MIT,Question bonus : Quel langage est utilisé côté mobile chez MIT ?,Kotlin,COBOL,Fortran,Pascal,0,10,moyen
Q00208,MIT,Question bonus : Quel framework mobile est cité par MIT ?,Flutter,jQuery,Express,Django,0,10,moyen
Q00209,MIT,Question bonus : Quelle base de données est citée parmi les technologies MIT ?,PostgreSQL,SQLite uniquement,Access,FoxPro,0,10,moyen
Q00210,MIT,Question bonus : Quelle technologie cloud est citée par MIT ?,AWS,FTP,Telnet,IRC,0,10,moyen
Q00211,MIT,Question bonus : Quelle est une mission affichée par MIT ?,Développer des solutions contextuelles et impactantes,Remplacer les écoles,Vendre du matériel uniquement,Créer des jeux exclusivement,0,10,moyen
Q00212,MIT,Question bonus : Quelle vision est associée à MIT ?,Démocratiser l'accès à la technologie en Afrique,Limiter l'accès au numérique,Supprimer les services mobiles,Réserver l'IA aux grandes entreprises,0,10,moyen
Q00213,MIT,Question bonus : Quel type de développement MIT met en avant ?,Applications Web Progressives,Applications DOS uniquement,Sites statiques sans interaction,Logiciels sans interface,0,10,moyen
Q00214,MIT,Question bonus : Quel domaine DevOps est cité par MIT ?,Docker,BIOS,Assembly,VBScript,0,10,moyen
Q00215,MIT,Question bonus : Quelle solution agricole de MIT est mise en avant ?,NDEMRI,Malloum,Pharmacie de Garde Maroua,Djanguirde,0,10,moyen
Q00216,MIT,Question bonus : Quelle solution éducative par SMS est associée à MIT ?,Malloum,NDEMRI,Docker,PostgreSQL,0,10,moyen
Q00217,MIT,Question bonus : Quel service numérique de santé est visible dans l'écosystème MIT ?,Pharmacie de Garde Maroua,NDEMRI,Malloum,React,0,10,moyen
Q00218,MIT,Question bonus : Quelle méthode de travail MIT cite-t-elle ?,Méthodologies agiles,Méthode sans test,Développement sans analyse,Programmation papier,0,10,moyen
Q00219,MIT,Question bonus : Quelle étape vient avant le développement dans la méthode affichée par MIT ?,Design,Déploiement,Monitoring,Maintenance,0,10,moyen
Q00220,MIT,Question bonus : Quelle étape correspond à l'étude des besoins et de faisabilité ?,Analyse,Design,Développement,Déploiement,0,10,moyen
Q00221,MIT,Question bonus : Quelle valeur résume l'approche de MIT ?,Innovation ancrée dans les réalités locales,Technologie sans contexte,Solutions exclusivement étrangères,Développement sans utilisateurs,0,10,moyen
Q00222,MIT,Question bonus : Quel type d'architecture MIT mentionne-t-elle ?,Microservices,Architecture uniquement monolithique,Peer-to-peer obligatoire,Mainframe uniquement,0,10,moyen
Q00223,MIT,Question bonus : Quel langage backend est cité par MIT ?,Python,BASIC,Delphi uniquement,Lua uniquement,0,10,moyen
Q00224,MIT,Question bonus : Quel framework backend PHP est cité ?,Laravel,React,Flutter,TensorFlow,0,10,moyen
Q00225,MIT,Question bonus : Quel framework frontend supplémentaire est cité ?,Vue.js,NumPy,Keras,Docker,0,10,moyen
Q00226,MIT,Question éclair : Que signifie MIT dans Maroua Innovation Technology ?,Maroua Innovation Technology,Machine Intelligence Technology,Maroua Internet Telecom,Modern Innovation Team,0,10,moyen
Q00227,MIT,Question éclair : Quel est le domaine principal de MIT ?,Développement de solutions technologiques,Production agricole,Transport routier,Commerce de détail,0,10,moyen
Q00228,MIT,Question éclair : Dans quelle ville MIT est-elle implantée ?,Maroua,Douala,Bafoussam,Bertoua,0,10,moyen
Q00229,MIT,Question éclair : Quelle est une expertise de MIT ?,Intelligence artificielle et Machine Learning,Construction de routes,Pêche industrielle,Production textile,0,10,moyen
Q00230,MIT,Question éclair : Quel framework frontend est cité par MIT ?,React,Django,Spring,Laravel uniquement,0,10,moyen
Q00231,MIT,Question éclair : Quel framework full-stack JavaScript est cité par MIT ?,Next.js,Symfony,Flask,Rails,0,10,moyen
Q00232,MIT,Question éclair : Quel langage est utilisé côté mobile chez MIT ?,Kotlin,COBOL,Fortran,Pascal,0,10,moyen
Q00233,MIT,Question éclair : Quel framework mobile est cité par MIT ?,Flutter,jQuery,Express,Django,0,10,moyen
Q00234,MIT,Question éclair : Quelle base de données est citée parmi les technologies MIT ?,PostgreSQL,SQLite uniquement,Access,FoxPro,0,10,moyen
Q00235,MIT,Question éclair : Quelle technologie cloud est citée par MIT ?,AWS,FTP,Telnet,IRC,0,10,moyen
Q00236,MIT,Question éclair : Quelle est une mission affichée par MIT ?,Développer des solutions contextuelles et impactantes,Remplacer les écoles,Vendre du matériel uniquement,Créer des jeux exclusivement,0,10,moyen
Q00237,MIT,Question éclair : Quelle vision est associée à MIT ?,Démocratiser l'accès à la technologie en Afrique,Limiter l'accès au numérique,Supprimer les services mobiles,Réserver l'IA aux grandes entreprises,0,10,moyen
Q00238,MIT,Question éclair : Quel type de développement MIT met en avant ?,Applications Web Progressives,Applications DOS uniquement,Sites statiques sans interaction,Logiciels sans interface,0,10,moyen
Q00239,MIT,Question éclair : Quel domaine DevOps est cité par MIT ?,Docker,BIOS,Assembly,VBScript,0,10,moyen
Q00240,MIT,Question éclair : Quelle solution agricole de MIT est mise en avant ?,NDEMRI,Malloum,Pharmacie de Garde Maroua,Djanguirde,0,10,moyen
Q00241,MIT,Question éclair : Quelle solution éducative par SMS est associée à MIT ?,Malloum,NDEMRI,Docker,PostgreSQL,0,10,moyen
Q00242,MIT,Question éclair : Quel service numérique de santé est visible dans l'écosystème MIT ?,Pharmacie de Garde Maroua,NDEMRI,Malloum,React,0,10,moyen
Q00243,MIT,Question éclair : Quelle méthode de travail MIT cite-t-elle ?,Méthodologies agiles,Méthode sans test,Développement sans analyse,Programmation papier,0,10,moyen
Q00244,MIT,Question éclair : Quelle étape vient avant le développement dans la méthode affichée par MIT ?,Design,Déploiement,Monitoring,Maintenance,0,10,moyen
Q00245,MIT,Question éclair : Quelle étape correspond à l'étude des besoins et de faisabilité ?,Analyse,Design,Développement,Déploiement,0,10,moyen
Q00246,MIT,Question éclair : Quelle valeur résume l'approche de MIT ?,Innovation ancrée dans les réalités locales,Technologie sans contexte,Solutions exclusivement étrangères,Développement sans utilisateurs,0,10,moyen
Q00247,MIT,Question éclair : Quel type d'architecture MIT mentionne-t-elle ?,Microservices,Architecture uniquement monolithique,Peer-to-peer obligatoire,Mainframe uniquement,0,10,moyen
Q00248,MIT,Question éclair : Quel langage backend est cité par MIT ?,Python,BASIC,Delphi uniquement,Lua uniquement,0,10,moyen
Q00249,MIT,Question éclair : Quel framework backend PHP est cité ?,Laravel,React,Flutter,TensorFlow,0,10,moyen
Q00250,MIT,Question éclair : Quel framework frontend supplémentaire est cité ?,Vue.js,NumPy,Keras,Docker,0,10,moyen
Q00251,MIT,Pour gagner des points : Que signifie MIT dans Maroua Innovation Technology ?,Maroua Innovation Technology,Machine Intelligence Technology,Maroua Internet Telecom,Modern Innovation Team,0,10,moyen
Q00252,MIT,Pour gagner des points : Quel est le domaine principal de MIT ?,Développement de solutions technologiques,Production agricole,Transport routier,Commerce de détail,0,10,moyen
Q00253,MIT,Pour gagner des points : Dans quelle ville MIT est-elle implantée ?,Maroua,Douala,Bafoussam,Bertoua,0,10,moyen
Q00254,MIT,Pour gagner des points : Quelle est une expertise de MIT ?,Intelligence artificielle et Machine Learning,Construction de routes,Pêche industrielle,Production textile,0,10,moyen
Q00255,MIT,Pour gagner des points : Quel framework frontend est cité par MIT ?,React,Django,Spring,Laravel uniquement,0,10,moyen
Q00256,MIT,Pour gagner des points : Quel framework full-stack JavaScript est cité par MIT ?,Next.js,Symfony,Flask,Rails,0,10,moyen
Q00257,MIT,Pour gagner des points : Quel langage est utilisé côté mobile chez MIT ?,Kotlin,COBOL,Fortran,Pascal,0,10,moyen
Q00258,MIT,Pour gagner des points : Quel framework mobile est cité par MIT ?,Flutter,jQuery,Express,Django,0,10,moyen
Q00259,MIT,Pour gagner des points : Quelle base de données est citée parmi les technologies MIT ?,PostgreSQL,SQLite uniquement,Access,FoxPro,0,10,moyen
Q00260,MIT,Pour gagner des points : Quelle technologie cloud est citée par MIT ?,AWS,FTP,Telnet,IRC,0,10,moyen
Q00261,MIT,Pour gagner des points : Quelle est une mission affichée par MIT ?,Développer des solutions contextuelles et impactantes,Remplacer les écoles,Vendre du matériel uniquement,Créer des jeux exclusivement,0,10,moyen
Q00262,MIT,Pour gagner des points : Quelle vision est associée à MIT ?,Démocratiser l'accès à la technologie en Afrique,Limiter l'accès au numérique,Supprimer les services mobiles,Réserver l'IA aux grandes entreprises,0,10,moyen
Q00263,MIT,Pour gagner des points : Quel type de développement MIT met en avant ?,Applications Web Progressives,Applications DOS uniquement,Sites statiques sans interaction,Logiciels sans interface,0,10,moyen
Q00264,MIT,Pour gagner des points : Quel domaine DevOps est cité par MIT ?,Docker,BIOS,Assembly,VBScript,0,10,moyen
Q00265,MIT,Pour gagner des points : Quelle solution agricole de MIT est mise en avant ?,NDEMRI,Malloum,Pharmacie de Garde Maroua,Djanguirde,0,10,moyen
Q00266,MIT,Pour gagner des points : Quelle solution éducative par SMS est associée à MIT ?,Malloum,NDEMRI,Docker,PostgreSQL,0,10,moyen
Q00267,MIT,Pour gagner des points : Quel service numérique de santé est visible dans l'écosystème MIT ?,Pharmacie de Garde Maroua,NDEMRI,Malloum,React,0,10,moyen
Q00268,MIT,Pour gagner des points : Quelle méthode de travail MIT cite-t-elle ?,Méthodologies agiles,Méthode sans test,Développement sans analyse,Programmation papier,0,10,moyen
Q00269,MIT,Pour gagner des points : Quelle étape vient avant le développement dans la méthode affichée par MIT ?,Design,Déploiement,Monitoring,Maintenance,0,10,moyen
Q00270,MIT,Pour gagner des points : Quelle étape correspond à l'étude des besoins et de faisabilité ?,Analyse,Design,Développement,Déploiement,0,10,moyen
Q00271,MIT,Pour gagner des points : Quelle valeur résume l'approche de MIT ?,Innovation ancrée dans les réalités locales,Technologie sans contexte,Solutions exclusivement étrangères,Développement sans utilisateurs,0,10,moyen
Q00272,MIT,Pour gagner des points : Quel type d'architecture MIT mentionne-t-elle ?,Microservices,Architecture uniquement monolithique,Peer-to-peer obligatoire,Mainframe uniquement,0,10,moyen
Q00273,MIT,Pour gagner des points : Quel langage backend est cité par MIT ?,Python,BASIC,Delphi uniquement,Lua uniquement,0,10,moyen
Q00274,MIT,Pour gagner des points : Quel framework backend PHP est cité ?,Laravel,React,Flutter,TensorFlow,0,10,moyen
Q00275,MIT,Pour gagner des points : Quel framework frontend supplémentaire est cité ?,Vue.js,NumPy,Keras,Docker,0,10,moyen
Q00276,MIT,À l'exposition : Que signifie MIT dans Maroua Innovation Technology ?,Maroua Innovation Technology,Machine Intelligence Technology,Maroua Internet Telecom,Modern Innovation Team,0,10,moyen
Q00277,MIT,À l'exposition : Quel est le domaine principal de MIT ?,Développement de solutions technologiques,Production agricole,Transport routier,Commerce de détail,0,10,moyen
Q00278,MIT,À l'exposition : Dans quelle ville MIT est-elle implantée ?,Maroua,Douala,Bafoussam,Bertoua,0,10,moyen
Q00279,MIT,À l'exposition : Quelle est une expertise de MIT ?,Intelligence artificielle et Machine Learning,Construction de routes,Pêche industrielle,Production textile,0,10,moyen
Q00280,MIT,À l'exposition : Quel framework frontend est cité par MIT ?,React,Django,Spring,Laravel uniquement,0,10,moyen
Q00281,MIT,À l'exposition : Quel framework full-stack JavaScript est cité par MIT ?,Next.js,Symfony,Flask,Rails,0,10,moyen
Q00282,MIT,À l'exposition : Quel langage est utilisé côté mobile chez MIT ?,Kotlin,COBOL,Fortran,Pascal,0,10,moyen
Q00283,MIT,À l'exposition : Quel framework mobile est cité par MIT ?,Flutter,jQuery,Express,Django,0,10,moyen
Q00284,MIT,À l'exposition : Quelle base de données est citée parmi les technologies MIT ?,PostgreSQL,SQLite uniquement,Access,FoxPro,0,10,moyen
Q00285,MIT,À l'exposition : Quelle technologie cloud est citée par MIT ?,AWS,FTP,Telnet,IRC,0,10,moyen
Q00286,MIT,À l'exposition : Quelle est une mission affichée par MIT ?,Développer des solutions contextuelles et impactantes,Remplacer les écoles,Vendre du matériel uniquement,Créer des jeux exclusivement,0,10,moyen
Q00287,MIT,À l'exposition : Quelle vision est associée à MIT ?,Démocratiser l'accès à la technologie en Afrique,Limiter l'accès au numérique,Supprimer les services mobiles,Réserver l'IA aux grandes entreprises,0,10,moyen
Q00288,MIT,À l'exposition : Quel type de développement MIT met en avant ?,Applications Web Progressives,Applications DOS uniquement,Sites statiques sans interaction,Logiciels sans interface,0,10,moyen
Q00289,MIT,À l'exposition : Quel domaine DevOps est cité par MIT ?,Docker,BIOS,Assembly,VBScript,0,10,moyen
Q00290,MIT,À l'exposition : Quelle solution agricole de MIT est mise en avant ?,NDEMRI,Malloum,Pharmacie de Garde Maroua,Djanguirde,0,10,moyen
Q00291,MIT,À l'exposition : Quelle solution éducative par SMS est associée à MIT ?,Malloum,NDEMRI,Docker,PostgreSQL,0,10,moyen
Q00292,MIT,À l'exposition : Quel service numérique de santé est visible dans l'écosystème MIT ?,Pharmacie de Garde Maroua,NDEMRI,Malloum,React,0,10,moyen
Q00293,MIT,À l'exposition : Quelle méthode de travail MIT cite-t-elle ?,Méthodologies agiles,Méthode sans test,Développement sans analyse,Programmation papier,0,10,moyen
